magazine_date,cover_topic,generation_name,turnings_archetype,publication_year,turning_name,turning_number,turning_type
1929-05-13,Lou Henry Hoover,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-05-20,Jimmy Walker,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-03,Francis Scott McBride,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,Billy Adams (politician),Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,Frank Emerson,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,Clyde M. Reed,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,John E. Erickson (Montana politician),Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,George Dern,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,Richard C. Dillon,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-10,C. C. Young,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-06-17,Livingston Farrand,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-07-22,Alvan Macauley,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-08-05,Arthur M. Hyde,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-08-12,Paul Shoup,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-08-19,"Montagu Norman, 1st Baron Norman",Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-09-02,James William Good,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-09-16,Hugo Eckener,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-10-07,Ramsay MacDonald,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-10-14,William Wrigley Jr.,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-10-28,Ivar Kreuger,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-11-11,Thomas W. Lamont,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-12-09,Walter C. Teagle,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-12-16,Nicholas Longworth,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-12-23,Wendell Cushing Neville,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1929-12-30,Pascual Ortiz Rubio,Missionary,Prophet,1929,World War I & Prohibition,3,Unraveling
1985-03-18,Larry Bird,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1985-05-27,Madonna,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1985-07-15,Steven Spielberg,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1985-09-16,Philip Michael Thomas,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1985-09-16,Don Johnson,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1985-11-11,Prince Charles,Baby Boom,Prophet,1985,The Long Boom & Culture Wars,3,Unraveling
1986-01-27,Walter Payton,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1986-03-31,Daniel Ortega,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1986-07-28,Sigourney Weaver,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1986-10-06,Stephen King,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1986-10-27,David Byrne,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1986-12-22,Oliver North,Baby Boom,Prophet,1986,The Long Boom & Culture Wars,3,Unraveling
1987-01-26,Oliver Stone,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-01-26,Willem Dafoe,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-01-26,Tom Berenger,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-03-02,Bette Midler,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-04-27,Adam Clayton,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-04-27,Bono,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-05-18,Donna Rice,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-07-13,Oliver North,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-07-20,Oliver North,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-08-24,Steve Martin,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-11-16,Glenn Close,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1987-11-16,Michael Douglas,Baby Boom,Prophet,1987,The Long Boom & Culture Wars,3,Unraveling
1988-01-18,Andrew Lloyd Webber,Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1988-02-29,Al Gore,Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1988-07-11,Edward James Olmos,Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1988-08-29,Dan Quayle,Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1988-10-03,John Sasso,Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1988-11-07,Enrique Camarena (DEA agent),Baby Boom,Prophet,1988,The Long Boom & Culture Wars,3,Unraveling
1989-01-09,Willem Dafoe,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-01-16,Donald Trump,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-02-20,Ronald Kessler,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-05-08,Stanley Pons,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-06-26,Kevin Costner,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-07-24,Joseph Hazelwood,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-08-07,Diane Sawyer,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-08-14,William R. Higgins,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-11-13,Arsenio Hall,Baby Boom,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1989-11-27,Pablo Picasso,Missionary,Prophet,1989,The Long Boom & Culture Wars,3,Unraveling
1990-02-19,Vladimir Lenin,Missionary,Prophet,1990,The Long Boom & Culture Wars,3,Unraveling
1990-02-26,Michael Milken,Baby Boom,Prophet,1990,The Long Boom & Culture Wars,3,Unraveling
1990-04-23,Dan Quayle,Baby Boom,Prophet,1990,The Long Boom & Culture Wars,3,Unraveling
1990-06-11,Scott Turow,Baby Boom,Prophet,1990,The Long Boom & Culture Wars,3,Unraveling
1990-10-01,David Lynch,Baby Boom,Prophet,1990,The Long Boom & Culture Wars,3,Unraveling
1991-06-24,Geena Davis,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-06-24,Susan Sarandon,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-08-19,John McCarthy (journalist),Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-08-19,Terry A. Anderson,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-10-21,Anita Hill,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-10-21,Clarence Thomas,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1991-10-28,Oliver North,Baby Boom,Prophet,1991,The Long Boom & Culture Wars,3,Unraveling
1992-01-27,Bill Clinton,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-03-09,Susan Faludi,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-03-16,Jay Leno,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-05-18,Roger Keith Coleman,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-07-20,Al Gore,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-09-14,Hillary Clinton,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-09-21,Candice Bergen,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1992-10-12,Bill Clinton,Baby Boom,Prophet,1992,The Long Boom & Culture Wars,3,Unraveling
1993-01-04,Bill Clinton,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-02-01,Zoe Baird,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-03-15,David Koresh,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-05-10,Hillary Clinton,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-08-30,David Letterman,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-11-01,Howard Stern,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1993-11-01,Rush Limbaugh,Baby Boom,Prophet,1993,The Long Boom & Culture Wars,3,Unraveling
1994-03-21,Hillary Rodham,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-03-21,Bill Clinton,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-04-04,Bill Clinton,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-06-27,O. J. Simpson,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-07-11,Vladimir Zhirinovsky,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-10-10,Bill T. Jones,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-11-07,Newt Gingrich,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1994-12-19,Newt Gingrich,Baby Boom,Prophet,1994,The Long Boom & Culture Wars,3,Unraveling
1995-01-09,Newt Gingrich,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-01-23,Rush Limbaugh,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-02-06,O. J. Simpson,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-03-27,David Geffen,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-03-27,Steven Spielberg,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-03-27,Jeffrey Katzenberg,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-04-03,Shoko Asahara,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-06-05,Bill Gates,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-10-09,O. J. Simpson,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1995-12-25,Newt Gingrich,Baby Boom,Prophet,1995,The Long Boom & Culture Wars,3,Unraveling
1996-01-15,William Bratton,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-01-29,Steve Forbes,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-02-12,Magic Johnson,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-03-18,Hillary Clinton,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-05-06,Caroline Kennedy,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-05-13,Franklin Graham,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-06-10,Benjamin Netanyahu,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-07-01,Hillary Clinton,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-08-26,Christopher Reeve,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-09-02,Dick Morris,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-09-02,Bill Clinton,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-09-16,Bill Gates,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-10-07,Diane Keaton,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-10-07,Bette Midler,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-10-07,Goldie Hawn,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-12-02,O. J. Simpson,Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1996-12-30,David Ho (scientist),Baby Boom,Prophet,1996,The Long Boom & Culture Wars,3,Unraveling
1997-01-13,Bill Gates,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-02-17,O. J. Simpson,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-04-14,Ellen DeGeneres,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-05-19,Steven Spielberg,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-07-28,Gianni Versace,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-08-18,Steve Jobs,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-09-22,Steve Case,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-10-20,Hillary Clinton,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-11-03,Michael Foale,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-11-24,Bill Clinton,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1997-12-15,Al Gore,Baby Boom,Prophet,1997,The Long Boom & Culture Wars,3,Unraveling
1998-01-12,Jerry Seinfeld,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-02-02,Bill Clinton,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-02-09,Kenneth Starr,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-02-16,Bill Clinton,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-03-16,John Travolta,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-08-10,Bill Clinton,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-10-05,Oprah Winfrey,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-11-16,Newt Gingrich,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-12-21,Bill Clinton,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-12-28,Kenneth Starr,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1998-12-28,Bill Clinton,Baby Boom,Prophet,1998,The Long Boom & Culture Wars,3,Unraveling
1999-02-01,Bill Clinton,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-02-15,Lawrence Summers,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-03-01,Abdullah Öcalan,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-03-22,Bill Gates,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-06-21,George W. Bush,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-10-04,Bill Bradley,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-10-18,Steve Jobs,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-11-15,Bill Gates,Baby Boom,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
1999-12-31,Albert Einstein,Missionary,Prophet,1999,The Long Boom & Culture Wars,3,Unraveling
2001-02-26,Bill Clinton,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-03-05,Dale Earnhardt,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-05-07,Bob Kerrey,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-06-04,George W. Bush,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-09-24,George W. Bush,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-10-01,Osama bin Laden,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-12-10,George Harrison,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2001-12-31,Rudy Giuliani,Baby Boom,Prophet,2001,The Long Boom & Culture Wars,3,Unraveling
2002-01-14,Steve Jobs,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-03-04,Bono,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-06-17,George W. Bush,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-08-05,Bruce Springsteen,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-11-18,George W. Bush,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-11-18,Karl Rove,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2002-11-25,Osama bin Laden,Baby Boom,Prophet,2002,The Long Boom & Culture Wars,3,Unraveling
2003-03-03,George W. Bush,Baby Boom,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-03-17,Tommy Franks,Baby Boom,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-05-19,Franklin D. Roosevelt,Missionary,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-06-16,Hillary Clinton,Baby Boom,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-07-07,Benjamin Franklin,Awakening,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-08-11,Howard Dean,Baby Boom,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2003-08-18,Arnold Schwarzenegger,Baby Boom,Prophet,2003,The Long Boom & Culture Wars,3,Unraveling
2004-01-12,Howard Dean,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-02-09,John Kerry,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-06-28,Bill Clinton,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-07-12,Michael Moore,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-07-19,John Edwards,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-07-19,John Kerry,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-09-06,George W. Bush,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-11-15,George W. Bush,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2004-12-27,George W. Bush,Baby Boom,Prophet,2004,The Long Boom & Culture Wars,3,Unraveling
2005-05-23,Bill Gates,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-07-04,Abraham Lincoln,Transcendental,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-07-25,Karl Rove,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-10-24,Steve Jobs,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-12-12,Steven Spielberg,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-12-26,Bill Gates,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2005-12-26,Bono,Baby Boom,Prophet,2005,The Long Boom & Culture Wars,3,Unraveling
2006-01-16,Jack Abramoff,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-01-30,Bill Ford,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-02-20,Eric Schmidt,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-02-27,George W. Bush,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-05-22,Michael Hayden (general),Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-08-28,Hillary Clinton,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-11-06,George W. Bush,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2006-12-11,George W. Bush,Baby Boom,Prophet,2006,The Long Boom & Culture Wars,3,Unraveling
2007-05-21,Mitt Romney,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-05-28,Al Gore,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-06-25,Arnold Schwarzenegger,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-09-17,David Petraeus,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-10-22,John Roberts,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-11-19,Hillary Clinton,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
2007-12-31,Vladimir Putin,Baby Boom,Prophet,2007,The Long Boom & Culture Wars,3,Unraveling
1923-03-03,Joseph Gurney Cannon,Gilded,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-08-06,Benito Mussolini,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-08-27,Frederick G. Banting,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-09-10,Jack Dempsey,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-10-29,Roy Chapman Andrews,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-11-26,Hugh S. Gibson,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1923-12-31,Anthony H. G. Fokker,Lost,Nomad,1923,World War I & Prohibition,3,Unraveling
1924-03-17,Eugene O'Neill,Lost,Nomad,1924,World War I & Prohibition,3,Unraveling
1924-04-14,George Fisher Baker,Gilded,Nomad,1924,World War I & Prohibition,3,Unraveling
1924-08-25,Edith Cummings,Lost,Nomad,1924,World War I & Prohibition,3,Unraveling
1924-09-15,Seymour Parker Gilbert,Lost,Nomad,1924,World War I & Prohibition,3,Unraveling
1924-12-01,Chauncey M. Depew,Gilded,Nomad,1924,World War I & Prohibition,3,Unraveling
1924-12-22,Alfonso XIII of Spain,Lost,Nomad,1924,World War I & Prohibition,3,Unraveling
1925-01-05,Juan Belmonte,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-01-12,George VI,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-03-23,Edvard Beneš,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-07-06,Charlie Chaplin,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-07-20,George Gershwin,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-08-24,F. Trubee Davison,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1925-12-07,José R. Capablanca,Lost,Nomad,1925,World War I & Prohibition,3,Unraveling
1926-01-04,Georges Clemenceau,Gilded,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-02-15,Lady Diana Cooper,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-02-22,Ellen Browning Scripps,Gilded,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-03-15,Oliver Wendell Holmes Jr.,Gilded,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-04-26,Raquel Meller,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-07-12,Benito Mussolini,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-08-23,René Fonck,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-08-30,Gene Tunney,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1926-10-11,Ogden L. Mills,Lost,Nomad,1926,World War I & Prohibition,3,Unraveling
1927-02-07,Alice Roosevelt Longworth,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-03-14,Sinclair Lewis,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-04-04,Chiang Kai-shek,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-05-02,Michael Arlen,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-07-04,Giuseppe Mario Bellanca,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-07-18,Hugh S. Gibson,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-08-08,Edward VIII,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-08-08,"Prince Henry, Duke of Gloucester",Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-09-26,Howard P. Savage,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-10-03,Graham McNamee,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-11-07,Knute Rockne,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1927-12-12,Robert M. La Follette Jr.,Lost,Nomad,1927,World War I & Prohibition,3,Unraveling
1928-02-06,Vincent Astor,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-02-13,Eugene O'Neill,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-05-21,John D. Rockefeller,Gilded,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-07-23,Alfonso XIII of Spain,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-08-20,Richard Evelyn Byrd,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-09-03,Jed Harris,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-10-15,Harry F. Byrd,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-10-22,Philip La Follette,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1928-11-12,Maria Jeritza,Lost,Nomad,1928,World War I & Prohibition,3,Unraveling
1929-02-04,C. C. Little,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-02-11,Alexander I of Yugoslavia,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-04-01,Edward VIII,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-06-10,Dan Moody,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-06-10,William J. Holloway,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-07-08,Lawrence M. Judd,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-07-15,David Sarnoff,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-08-26,Mabel Walker Willebrandt,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-09-30,Ina Claire,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-10-21,Harry Guggenheim,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-11-18,Lewis Edward Lawes,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1929-11-25,Eva Le Gallienne,Lost,Nomad,1929,World War I & Prohibition,3,Unraveling
1985-03-18,Wayne Gretzky,13th,Nomad,1985,The Long Boom & Culture Wars,3,Unraveling
1985-11-11,Princess Diana,13th,Nomad,1985,The Long Boom & Culture Wars,3,Unraveling
